index,name,min,max,n_bins
step_1,(m_z > 86.19) & (m_z < 96.19),81.19007873535156,101.1899642944336,100
step_2,(m_recoil > 123) & (m_recoil < 130),120.00004577636719,144.99990844726562,100
step_3,abs(cos_theta_z) < 0.9,-0.9999999403953552,0.9999998807907104,100
step_4,abs(cos_theta_miss) < 0.9,-0.9999999403953552,0.9999979734420776,100
step_5,abs(cos_theta_z - cos_theta_miss) < 0.50,0.0,1.7954628467559814,100
